DOL Vehicle ID,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP
115065,2022,Hyundai EV,iQube,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,169,1813727
115066,2022,Mahindra Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,180,3173375
115067,2022,Mahindra Electric,iQube,Battery Electric Vehicle (BEV),Eligible,452,1600950
115068,2022,Tata Motors,S1 Pro,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,442,3077905
115069,2022,BYD India,Kona EV,Battery Electric Vehicle (BEV),Eligible,105,4015406
115070,2022,Tata Motors,450X,Battery Electric Vehicle (BEV),Not Eligible,212,4381469
115071,2022,TVS Motor,XUV400,Battery Electric Vehicle (BEV),Eligible,391,2938912
115072,2022,Mahindra Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,501,4150349
115073,2022,Hyundai EV,iQube,Battery Electric Vehicle (BEV),Eligible,379,2669949
115074,2022,Hyundai EV,XUV400,Battery Electric Vehicle (BEV),Eligible,367,1978620
115075,2022,TVS Motor,S1 Pro,Battery Electric Vehicle (BEV),Eligible,437,2644357
115076,2022,MG Motor India,iQube,Battery Electric Vehicle (BEV),Eligible,309,1750118
115077,2022,Ola Electric,Atto 3,Battery Electric Vehicle (BEV),Not Eligible,461,3019382
115078,2022,Ola Electric,Kona EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,103,4377569
115079,2022,BYD India,450X,Battery Electric Vehicle (BEV),Eligible,300,2305680
115080,2022,MG Motor India,Kona EV,Battery Electric Vehicle (BEV),Eligible,361,1953205
115081,2022,Hyundai EV,XUV400,Battery Electric Vehicle (BEV),Eligible,168,2227125
115082,2022,BYD India,Kona EV,Battery Electric Vehicle (BEV),Eligible,113,4175416
115083,2022,Hyundai EV,iQube,Battery Electric Vehicle (BEV),Eligible,234,1235257
115084,2022,Ola Electric,Atto 3,Battery Electric Vehicle (BEV),Eligible,370,3280630
115085,2022,MG Motor India,S1 Pro,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,125,4147190
115086,2022,MG Motor India,Nexon EV,Battery Electric Vehicle (BEV),Eligible,153,1888188
115087,2022,MG Motor India,S1 Pro,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,425,1794705
115088,2022,Hyundai EV,Nexon EV,Battery Electric Vehicle (BEV),Eligible,438,3288178
115089,2022,Hyundai EV,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,218,2151072
115090,2022,MG Motor India,450X,Battery Electric Vehicle (BEV),Eligible,238,971803
115091,2022,MG Motor India,450X,Battery Electric Vehicle (BEV),Eligible,345,1314404
115092,2022,BYD India,Kona EV,Battery Electric Vehicle (BEV),Eligible,427,3188262
115093,2022,Hyundai EV,Atto 3,Battery Electric Vehicle (BEV),Not Eligible,170,2526282
115094,2022,Mahindra Electric,Nexon EV,Battery Electric Vehicle (BEV),Eligible,300,1339197
115095,2022,BYD India,XUV400,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,329,1857902
115096,2022,Hyundai EV,Atto 3,Battery Electric Vehicle (BEV),Eligible,242,3241596
115097,2022,Mahindra Electric,Kona EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,430,3088919
115098,2022,MG Motor India,XUV400,Battery Electric Vehicle (BEV),Eligible,387,1800294
115099,2022,Tata Motors,Atto 3,Battery Electric Vehicle (BEV),Eligible,413,2315026
115100,2022,Ather Energy,XUV400,Battery Electric Vehicle (BEV),Eligible,98,1560073
115101,2022,BYD India,450X,Battery Electric Vehicle (BEV),Not Eligible,509,2275506
115102,2022,Ola Electric,S1 Pro,Battery Electric Vehicle (BEV),Not Eligible,368,2421451
115103,2022,Ola Electric,Kona EV,Battery Electric Vehicle (BEV),Eligible,250,1474617
115104,2022,Ather Energy,Nexon EV,Battery Electric Vehicle (BEV),Not Eligible,462,3191752
115105,2022,Tata Motors,iQube,Battery Electric Vehicle (BEV),Eligible,237,2231329
115106,2022,BYD India,450X,Battery Electric Vehicle (BEV),Eligible,392,2497640
115107,2022,Tata Motors,Kona EV,Battery Electric Vehicle (BEV),Not Eligible,305,1610594
115108,2022,BYD India,Atto 3,Battery Electric Vehicle (BEV),Eligible,459,1727161
115109,2022,Ather Energy,iQube,Battery Electric Vehicle (BEV),Eligible,431,2546306
115110,2022,Ather Energy,Kona EV,Battery Electric Vehicle (BEV),Eligible,154,1679236
115111,2022,Hyundai EV,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,513,2488158
115112,2022,MG Motor India,S1 Pro,Battery Electric Vehicle (BEV),Eligible,518,1440192
115113,2022,BYD India,S1 Pro,Battery Electric Vehicle (BEV),Eligible,295,3618155
115114,2022,Hyundai EV,ZS EV,Battery Electric Vehicle (BEV),Eligible,232,1607279
115115,2022,TVS Motor,450X,Battery Electric Vehicle (BEV),Eligible,390,1435145
115116,2022,Tata Motors,S1 Pro,Battery Electric Vehicle (BEV),Eligible,225,2221891
115117,2022,TVS Motor,450X,Battery Electric Vehicle (BEV),Not Eligible,143,2044585
115118,2022,Hyundai EV,XUV400,Battery Electric Vehicle (BEV),Eligible,412,2863938
115119,2022,Ola Electric,iQube,Battery Electric Vehicle (BEV),Eligible,362,3782732
115120,2022,Mahindra Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,419,2552668
115121,2022,Hyundai EV,ZS EV,Battery Electric Vehicle (BEV),Eligible,285,2410167
115122,2022,Tata Motors,Nexon EV,Battery Electric Vehicle (BEV),Eligible,334,4131648
115123,2022,Ola Electric,Atto 3,Battery Electric Vehicle (BEV),Not Eligible,455,1308694
115124,2022,BYD India,XUV400,Battery Electric Vehicle (BEV),Eligible,502,1372222
115125,2022,BYD India,Nexon EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,486,3453241
115126,2022,TVS Motor,Atto 3,Battery Electric Vehicle (BEV),Eligible,382,3619841
115127,2022,Ather Energy,Kona EV,Battery Electric Vehicle (BEV),Eligible,482,2782574
115128,2022,BYD India,ZS EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,106,1012429
115129,2022,BYD India,S1 Pro,Battery Electric Vehicle (BEV),Not Eligible,161,1536407
115130,2022,Tata Motors,XUV400,Battery Electric Vehicle (BEV),Eligible,377,3021542
115131,2022,Ola Electric,Nexon EV,Battery Electric Vehicle (BEV),Eligible,466,1575000
115132,2022,Hyundai EV,Atto 3,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,503,1927784
115133,2022,Mahindra Electric,Kona EV,Battery Electric Vehicle (BEV),Eligible,280,2271505
115134,2022,Mahindra Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,443,4306142
115135,2022,MG Motor India,Kona EV,Battery Electric Vehicle (BEV),Eligible,399,4344182
115136,2022,BYD India,Kona EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,241,1850423
115137,2022,Mahindra Electric,iQube,Battery Electric Vehicle (BEV),Eligible,385,2733977
115138,2022,Tata Motors,XUV400,Battery Electric Vehicle (BEV),Eligible,213,3114583
115139,2022,Ather Energy,ZS EV,Battery Electric Vehicle (BEV),Eligible,423,4292184
115140,2022,TVS Motor,Atto 3,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,420,1768167
115141,2022,Mahindra Electric,450X,Battery Electric Vehicle (BEV),Eligible,504,2369081
115142,2022,MG Motor India,Nexon EV,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,137,3101235
115143,2022,Ather Energy,ZS EV,Battery Electric Vehicle (BEV),Eligible,420,1753939
115144,2022,MG Motor India,ZS EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,507,1498484
115145,2022,Tata Motors,450X,Battery Electric Vehicle (BEV),Not Eligible,236,2694087
115146,2022,TVS Motor,450X,Battery Electric Vehicle (BEV),Eligible,404,2567990
115147,2022,BYD India,Atto 3,Battery Electric Vehicle (BEV),Eligible,111,4018391
115148,2022,Mahindra Electric,450X,Battery Electric Vehicle (BEV),Not Eligible,194,1264322
115149,2022,Ola Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,404,3562510
115150,2022,Ola Electric,iQube,Battery Electric Vehicle (BEV),Eligible,439,2189482
115151,2022,Ola Electric,Kona EV,Battery Electric Vehicle (BEV),Eligible,173,4464883
115152,2022,Mahindra Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,468,4151687
115153,2022,Mahindra Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,158,4364668
115154,2022,BYD India,iQube,Battery Electric Vehicle (BEV),Eligible,245,1615656
115155,2022,TVS Motor,ZS EV,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,256,3625598
115156,2022,Ather Energy,Nexon EV,Battery Electric Vehicle (BEV),Eligible,320,3661783
115157,2022,Ola Electric,Nexon EV,Battery Electric Vehicle (BEV),Eligible,251,2914939
115158,2022,Ola Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,193,2993518
115159,2022,TVS Motor,Kona EV,Battery Electric Vehicle (BEV),Not Eligible,284,3972294
115160,2022,Mahindra Electric,Kona EV,Battery Electric Vehicle (BEV),Eligible,304,3098194
115161,2022,Ather Energy,Atto 3,Battery Electric Vehicle (BEV),Not Eligible,142,3029758
115162,2022,TVS Motor,Atto 3,Battery Electric Vehicle (BEV),Eligible,341,1520920
115163,2022,Mahindra Electric,S1 Pro,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,212,3426181
115164,2022,Ather Energy,450X,Battery Electric Vehicle (BEV),Eligible,202,4027430
115165,2022,Mahindra Electric,Atto 3,Battery Electric Vehicle (BEV),Eligible,441,1063283
115166,2022,Hyundai EV,Atto 3,Battery Electric Vehicle (BEV),Eligible,88,904160
115167,2022,Hyundai EV,Atto 3,Battery Electric Vehicle (BEV),Eligible,381,1788415
115168,2022,Hyundai EV,S1 Pro,Battery Electric Vehicle (BEV),Not Eligible,374,3057883
115169,2022,TVS Motor,ZS EV,Battery Electric Vehicle (BEV),Eligible,210,1608797
115170,2022,Hyundai EV,450X,Battery Electric Vehicle (BEV),Not Eligible,273,3102659
115171,2022,Ola Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,322,4213595
115172,2022,TVS Motor,iQube,Battery Electric Vehicle (BEV),Eligible,243,1054042
115173,2022,Ola Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,355,3449275
115174,2022,BYD India,450X,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,150,2602775
115175,2022,BYD India,Nexon EV,Battery Electric Vehicle (BEV),Eligible,275,3330216
115176,2022,BYD India,XUV400,Battery Electric Vehicle (BEV),Not Eligible,451,3392081
115177,2022,MG Motor India,Atto 3,Battery Electric Vehicle (BEV),Eligible,508,2162008
115178,2022,BYD India,Kona EV,Battery Electric Vehicle (BEV),Eligible,491,3907183
115179,2022,Ather Energy,iQube,Battery Electric Vehicle (BEV),Not Eligible,346,2259879
115180,2022,Ola Electric,iQube,Battery Electric Vehicle (BEV),Eligible,364,3331057
115181,2022,Hyundai EV,450X,Battery Electric Vehicle (BEV),Eligible,359,2259548
115182,2022,Ola Electric,Atto 3,Battery Electric Vehicle (BEV),Eligible,467,2418474
115183,2022,BYD India,Atto 3,Battery Electric Vehicle (BEV),Eligible,468,3024162
115184,2022,Ola Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,240,1005896
115185,2022,Tata Motors,ZS EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,316,2197773
115186,2022,BYD India,Nexon EV,Battery Electric Vehicle (BEV),Eligible,397,1192016
115187,2022,Mahindra Electric,XUV400,Battery Electric Vehicle (BEV),Not Eligible,375,1720644
115188,2022,Ola Electric,450X,Battery Electric Vehicle (BEV),Eligible,149,3891427
115189,2022,Hyundai EV,Atto 3,Battery Electric Vehicle (BEV),Not Eligible,203,1744577
115190,2022,Ola Electric,Kona EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,348,1965347
115191,2022,Tata Motors,Kona EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,500,1824108
115192,2022,BYD India,450X,Battery Electric Vehicle (BEV),Eligible,334,2368523
115193,2022,Hyundai EV,ZS EV,Battery Electric Vehicle (BEV),Eligible,181,3471556
115194,2022,MG Motor India,Atto 3,Battery Electric Vehicle (BEV),Eligible,490,2795570
115195,2022,Tata Motors,Nexon EV,Battery Electric Vehicle (BEV),Eligible,512,2744124
115196,2022,Mahindra Electric,Kona EV,Battery Electric Vehicle (BEV),Eligible,166,2875598
115197,2022,MG Motor India,S1 Pro,Battery Electric Vehicle (BEV),Eligible,275,2908402
115198,2022,MG Motor India,ZS EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,262,1844170
115199,2022,TVS Motor,Kona EV,Battery Electric Vehicle (BEV),Not Eligible,132,4352327
115200,2022,Mahindra Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,142,1193582
115201,2022,TVS Motor,Nexon EV,Battery Electric Vehicle (BEV),Not Eligible,478,2113800
115202,2022,Tata Motors,XUV400,Battery Electric Vehicle (BEV),Not Eligible,205,2539771
115203,2022,Ather Energy,Kona EV,Battery Electric Vehicle (BEV),Eligible,486,2064507
115204,2022,Ola Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,157,1548366
115205,2022,Mahindra Electric,Kona EV,Battery Electric Vehicle (BEV),Eligible,82,1364217
115206,2022,Tata Motors,Nexon EV,Battery Electric Vehicle (BEV),Not Eligible,413,3563926
115207,2022,Ather Energy,Atto 3,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,244,4061076
115208,2022,Ather Energy,ZS EV,Battery Electric Vehicle (BEV),Eligible,348,2095108
115209,2022,Mahindra Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,120,2161899
115210,2022,Ola Electric,Nexon EV,Battery Electric Vehicle (BEV),Eligible,83,1963681
115211,2022,Tata Motors,XUV400,Battery Electric Vehicle (BEV),Eligible,311,3165468
115212,2022,BYD India,Atto 3,Battery Electric Vehicle (BEV),Eligible,402,4303414
115213,2022,TVS Motor,Kona EV,Battery Electric Vehicle (BEV),Eligible,449,2896691
115214,2022,Ather Energy,Kona EV,Battery Electric Vehicle (BEV),Eligible,453,3933560
115215,2022,BYD India,iQube,Battery Electric Vehicle (BEV),Not Eligible,455,3934945
115216,2022,Ola Electric,S1 Pro,Battery Electric Vehicle (BEV),Not Eligible,170,2020274
115217,2022,Ather Energy,450X,Battery Electric Vehicle (BEV),Eligible,263,3958133
115218,2022,BYD India,450X,Battery Electric Vehicle (BEV),Eligible,501,927272
115219,2022,TVS Motor,S1 Pro,Battery Electric Vehicle (BEV),Eligible,205,2953345
115220,2022,TVS Motor,Kona EV,Battery Electric Vehicle (BEV),Eligible,273,4401219
115221,2022,Ather Energy,S1 Pro,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,381,2228448
115222,2022,MG Motor India,iQube,Battery Electric Vehicle (BEV),Eligible,479,2784718
115223,2022,Tata Motors,450X,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,409,3467649
115224,2022,Mahindra Electric,Nexon EV,Battery Electric Vehicle (BEV),Eligible,430,1874718
115225,2022,MG Motor India,ZS EV,Battery Electric Vehicle (BEV),Eligible,463,3729993
115226,2022,Hyundai EV,iQube,Battery Electric Vehicle (BEV),Not Eligible,359,4391660
115227,2022,BYD India,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,426,2549349
115228,2022,TVS Motor,Nexon EV,Battery Electric Vehicle (BEV),Not Eligible,82,3431145
115229,2022,Ola Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,349,1892961
115230,2022,Hyundai EV,ZS EV,Battery Electric Vehicle (BEV),Eligible,126,3252315
115231,2022,BYD India,Nexon EV,Battery Electric Vehicle (BEV),Eligible,190,1496209
115232,2022,TVS Motor,450X,Battery Electric Vehicle (BEV),Not Eligible,482,4285480
115233,2022,Ola Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,306,4017414
115234,2022,Tata Motors,iQube,Battery Electric Vehicle (BEV),Eligible,414,3053565
115235,2022,TVS Motor,S1 Pro,Battery Electric Vehicle (BEV),Not Eligible,93,1929599
115236,2022,Mahindra Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,508,4317168
115237,2022,TVS Motor,S1 Pro,Battery Electric Vehicle (BEV),Eligible,152,1546719
115238,2022,Mahindra Electric,450X,Battery Electric Vehicle (BEV),Eligible,315,1444795
115239,2022,Ather Energy,450X,Battery Electric Vehicle (BEV),Not Eligible,132,3652436
115240,2022,Hyundai EV,Atto 3,Battery Electric Vehicle (BEV),Eligible,472,1818495
115241,2022,Mahindra Electric,Atto 3,Battery Electric Vehicle (BEV),Eligible,473,932080
115242,2022,BYD India,450X,Battery Electric Vehicle (BEV),Eligible,126,2714002
115243,2022,Mahindra Electric,XUV400,Battery Electric Vehicle (BEV),Not Eligible,463,2459889
115244,2022,Mahindra Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,378,1768869
115245,2022,Hyundai EV,iQube,Battery Electric Vehicle (BEV),Eligible,291,2715248
115246,2022,Tata Motors,ZS EV,Battery Electric Vehicle (BEV),Eligible,371,2710599
115247,2022,Ola Electric,Atto 3,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,400,2590334
115248,2022,BYD India,Kona EV,Battery Electric Vehicle (BEV),Eligible,480,4259116
115249,2022,BYD India,Kona EV,Battery Electric Vehicle (BEV),Not Eligible,360,2660867
115250,2022,Ola Electric,450X,Battery Electric Vehicle (BEV),Eligible,192,2239509
115251,2022,Hyundai EV,450X,Battery Electric Vehicle (BEV),Eligible,512,3660144
115252,2022,BYD India,Nexon EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,201,2549337
115253,2022,TVS Motor,Kona EV,Battery Electric Vehicle (BEV),Eligible,158,1982306
115254,2022,TVS Motor,S1 Pro,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,304,2832471
115255,2022,MG Motor India,iQube,Battery Electric Vehicle (BEV),Eligible,512,2630568
115256,2022,Ola Electric,450X,Battery Electric Vehicle (BEV),Eligible,295,2554399
115257,2022,MG Motor India,iQube,Battery Electric Vehicle (BEV),Eligible,84,4085351
115258,2022,Hyundai EV,iQube,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,207,2683702
115259,2022,Ola Electric,Atto 3,Battery Electric Vehicle (BEV),Eligible,255,1316989
115260,2022,Ather Energy,Atto 3,Battery Electric Vehicle (BEV),Eligible,258,2060865
115261,2022,Ola Electric,450X,Battery Electric Vehicle (BEV),Eligible,446,4333005
115262,2022,TVS Motor,iQube,Battery Electric Vehicle (BEV),Eligible,513,2211891
115263,2022,Hyundai EV,XUV400,Battery Electric Vehicle (BEV),Eligible,322,2473913
115264,2022,Mahindra Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,95,1292136
115265,2022,Mahindra Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,120,4072868
115266,2022,TVS Motor,S1 Pro,Battery Electric Vehicle (BEV),Eligible,145,2323677
115267,2022,TVS Motor,Atto 3,Battery Electric Vehicle (BEV),Eligible,135,2917718
115268,2022,BYD India,S1 Pro,Battery Electric Vehicle (BEV),Eligible,374,1812298
115269,2022,TVS Motor,iQube,Battery Electric Vehicle (BEV),Eligible,424,3137526
115270,2022,TVS Motor,XUV400,Battery Electric Vehicle (BEV),Eligible,505,1972764
115271,2022,Mahindra Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,224,2874669
115272,2022,BYD India,450X,Battery Electric Vehicle (BEV),Eligible,233,4325791
115273,2022,Tata Motors,iQube,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,139,1000346
115274,2022,Hyundai EV,Atto 3,Battery Electric Vehicle (BEV),Eligible,268,1383476
115275,2022,Ather Energy,Nexon EV,Battery Electric Vehicle (BEV),Eligible,258,1732961
115276,2022,Mahindra Electric,Kona EV,Battery Electric Vehicle (BEV),Not Eligible,272,965628
115277,2022,Ola Electric,Nexon EV,Battery Electric Vehicle (BEV),Eligible,178,1732326
115278,2022,Mahindra Electric,S1 Pro,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,281,3304576
115279,2022,Ola Electric,XUV400,Battery Electric Vehicle (BEV),Not Eligible,304,1516752
115280,2022,Ola Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,501,4114609
115281,2022,Hyundai EV,iQube,Battery Electric Vehicle (BEV),Eligible,276,1912987
115282,2022,Mahindra Electric,Atto 3,Battery Electric Vehicle (BEV),Eligible,97,4219790
115283,2022,Hyundai EV,450X,Battery Electric Vehicle (BEV),Eligible,224,1209906
115284,2022,MG Motor India,iQube,Battery Electric Vehicle (BEV),Eligible,320,4217287
115285,2022,TVS Motor,Nexon EV,Battery Electric Vehicle (BEV),Eligible,406,3748352
115286,2022,Mahindra Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,451,2364252
115287,2022,MG Motor India,450X,Battery Electric Vehicle (BEV),Eligible,277,1584294
115288,2022,TVS Motor,Kona EV,Battery Electric Vehicle (BEV),Eligible,137,4231476
115289,2022,Mahindra Electric,Atto 3,Battery Electric Vehicle (BEV),Eligible,490,1579085
115290,2022,Tata Motors,ZS EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,97,1163656
115291,2022,Hyundai EV,S1 Pro,Battery Electric Vehicle (BEV),Eligible,437,3339065
115292,2022,Hyundai EV,Nexon EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,239,939492
115293,2022,Ather Energy,iQube,Battery Electric Vehicle (BEV),Eligible,379,1030621
115294,2022,MG Motor India,iQube,Battery Electric Vehicle (BEV),Eligible,174,2118348
115295,2022,Hyundai EV,iQube,Battery Electric Vehicle (BEV),Eligible,248,1348102
115296,2022,Ola Electric,Kona EV,Battery Electric Vehicle (BEV),Eligible,284,4015556
115297,2022,Hyundai EV,Atto 3,Battery Electric Vehicle (BEV),Eligible,311,1592814
